version,num_iter,epsilon,training_time,average_score,all_scores
ver1,10,N/A,4.959154844284058,-1089.89,-1061.055816160503,-902.1190295343272,-1306.5863421445629,-762.211556904484,-1506.2877742008036,-885.0486946372985,-1499.2708420960205,-1361.1189098290242,-1210.9725292695957,-1494.093610709617,
ver1,20,N/A,9.224847316741943,-1080.85,-1096.948896805401,-1183.08492600658,-902.2640648013105,-1083.0482464142508,-1245.1347796505343,-1180.231567790027,-1129.3499421999472,-1144.2446790278582,-1462.8576490705775,-1462.130921411429,
ver1,200,N/A,88.53850841522217,-873.383,-869.9129140673236,-872.422655639565,-1142.2197597896327,-978.6392065980884,-952.9688031246187,-956.2910318785644,-953.576931505073,-955.3092828646289,-1056.7150872814072,-869.1561074496537,
ver1,30,N/A,13.773860216140747,-1141.53,-1343.2043837971394,-974.6958286091905,-1585.2669094463809,-1262.8695782667107,-908.8052325924674,-1566.3440320887303,-1831.2338324789448,-1043.914655640337,-1046.5812332914588,-993.9266961220646,
ver1,50,N/A,22.46884059906006,-970.677,-1060.327532606943,-1309.4875715424582,-1075.257408851629,-1338.7380679243768,-1040.2514854784058,
ver1,500,N/A,222.94287371635437,-310.107,-569.7510261155055,-259.05487068183197,-494.12956706882596,-279.47834900457417,-258.23091264216185,
ver2,10,0.0001,4.70293402671814,-1367.62,-1598.0935998712682,-1651.40207732346,-1675.6133680476173,-1630.0881505293457,-1494.324733092357,-729.081515515842,-1685.7806248738473,-1467.6248668224225,-1619.4763013791571,-1492.3886857226264,
ver2,10,0.001,4.717881679534912,-1267.94,-1625.1792065378436,-1227.5033711496183,-1183.6532038383255,-1597.0062008164807,-1496.822816462322,-1127.499343463135,-1662.883799332191,-1086.0155257188633,-1486.611154402467,-1454.1706746152465,
ver2,10,0.01,4.678647994995117,-1278.92,-1795.1912975059222,-1572.2126390808178,-1173.6189110665773,-1455.9872494749336,-962.1977479561152,-1407.88579043826,-1383.2328707071135,-1294.1284834159226,-1497.1255473399362,-1526.484665745013,
ver2,200,0.0001,91.3868260383606,-1154.38,-969.8246954451678,-1951.1562258516358,-1523.5106078218473,-1120.0859246389834,-985.8380471608506,-869.2258420595093,-1576.8868517063859,-1392.1219500368966,-1496.3437442404486,-813.2311809657613,
ver2,200,0.001,92.73028016090393,-1220.23,-1751.496978078357,-1157.3186538526431,-1054.3518329437366,-1704.9540188511446,-1347.2369519557403,-1480.3581332703272,-880.4050093403563,-1604.7136066076175,-1509.0863413712163,-932.6467222197093,
ver2,200,0.01,90.05673217773438,-1177.26,-1771.7868200456005,-1490.7776011114092,-746.9866199457863,-1279.7075322272185,-1303.892660771049,-853.031702495135,-1344.5908950241394,-1412.8974534157878,-861.7288533946378,-1884.4660924723432,
ver2,20,0.0001,9.398371934890747,-1088.63,-1069.9625897103658,-1516.1557028476002,-891.9584507823635,-1798.6300499570623,-1260.0741109892617,-746.8816398819822,-903.1415222844298,-1173.9689600315028,-1296.7243479991744,-1317.48444183591,
ver2,20,0.001,9.180196046829224,-1132.89,-1389.0491165229107,-1181.0983647675032,-947.6463966949857,-1434.6078337224228,-969.400404204408,-1793.5886909024227,-1197.526999177686,-1165.6940513439238,-1098.2568287438037,-1284.9355142588222,
ver2,20,0.01,8.933069229125977,-1126.43,-1724.7644258686216,-1217.696362022725,-1561.9309705484222,-1547.2142262930079,-760.52500870375,-1541.3651737275886,-775.6270704691087,-860.5299673084478,-1623.558048363506,-777.4856207181658,
ver2,30,0.0001,13.681586742401123,-1158.98,-1648.9381284665592,-895.9439876021297,-862.1179084036709,-1543.6990696098026,-1881.0435074436416,-1000.9252228881674,-1745.8602401799371,-1291.5670139041822,-949.3698490173433,-929.2677025529214,
ver2,30,0.001,13.757093667984009,-1203.6,-1787.1432809946941,-1122.577542777304,-982.7341927308447,-1049.3834373164052,-1040.3167215748263,-1194.5088456169938,-1786.7682238626617,-1070.1439273307874,-1407.6117905468702,-1798.3844791508598,
ver2,30,0.01,13.758579730987549,-951.398,-1411.9755908319996,-970.4511646801285,-879.3111317371166,-747.4543107144237,-949.3203601319589,-1552.4636791348441,-747.7295464938917,-962.5603625841308,-969.2383249854348,-1274.8703283535979,
ver2,500,0.0001,2349.93785238266,-1128.86,-1138.6911850599502,-1333.668393627921,-1421.4878343383575,-1180.1908352436806,-1528.793231220061,-969.8793761153798,-1220.317649356042,-1202.7177304476168,-1351.5634741500128,-1070.1605294866827,
ver2,500,0.001,221.28670239448547,-1172.5,-1550.6976678727297,-1082.1688830370667,-1468.7838647788783,-1907.9973678099927,-1708.9923325822365,-748.3941359754089,-995.056589869106,-748.1232379221865,-1253.957452842972,-1433.3707093339272,
ver2,500,0.01,220.71564054489136,-1124.36,-645.8246131918022,-1069.6410950337345,-859.8338431999441,-1497.578422990884,-1442.699210886696,-1890.9195327127416,-1559.3980690191786,-1503.8359571653682,-969.8391920317473,-928.3764331673965,
ver2,50,0.0001,235.16790628433228,-1120.27,-1498.2322288830337,-962.9183131591367,-1495.0216184063784,-968.7467704619723,-862.1827107108669,-1418.7058683926043,-1288.1221481238692,-1110.72600064999,-1167.735037759934,-1550.5376888744377,
ver2,50,0.001,23.278241395950317,-1327.78,-1620.4133644078454,-1658.305750602643,-1591.7525688662085,-1501.432489007716,-1062.0892494579157,-1570.820066429633,-1170.401997096161,-1082.8815842585493,-1695.0381243818574,-1652.4440124084038,
ver2,50,0.01,22.85450506210327,-1158.1,-1342.8285415524367,-807.0143020022449,-1520.7494191601857,-1288.2778859327732,-1070.129660908833,-1831.6425415130736,-1271.4977521673986,-1209.2345263868028,-1119.8577572188842,-1277.9003461329144,
