version,num_iter,epsilon,training_time,average_score,all_scores
ver1,10,N/A,4.959154844284058,-1089.89,-1061.055816160503,-902.1190295343272,-1306.5863421445629,-762.211556904484,-1506.2877742008036,-885.0486946372985,-1499.2708420960205,-1361.1189098290242,-1210.9725292695957,-1494.093610709617,
ver1,100,N/A,43.27681112289429,-854.357,-963.079020874311,-1072.7840198834997,-747.2901969100333,-629.0062765069152,-1043.6853606989966,-1065.148540521661,-875.4045309734264,-814.164053587824,-632.227836691432,-1555.1354984208326,
ver1,15,N/A,7.318112373352051,-933.21,-985.370371625814,-868.4148255523203,-923.2029461007274,-901.9817465545855,-1296.450758050551,-913.8674373208473,-935.8205845713611,-1331.5377907698442,-1172.9091796973526,-935.7517746636105,
ver1,20,N/A,9.224847316741943,-1080.85,-1096.948896805401,-1183.08492600658,-902.2640648013105,-1083.0482464142508,-1245.1347796505343,-1180.231567790027,-1129.3499421999472,-1144.2446790278582,-1462.8576490705775,-1462.130921411429,
ver1,200,N/A,91.30775570869446,-992.538,-762.3607233845784,-1067.343194819698,-1040.0080934578655,-1168.5848585991496,-1199.4044523763455,-1315.4596021635934,-1174.7094549772773,-1154.0299260965826,-967.59395007712,-1068.4256980998314,
ver1,30,N/A,13.773860216140747,-1141.53,-1343.2043837971394,-974.6958286091905,-1585.2669094463809,-1262.8695782667107,-908.8052325924674,-1566.3440320887303,-1831.2338324789448,-1043.914655640337,-1046.5812332914588,-993.9266961220646,
ver1,5,N/A,2.797609806060791,N/A,N/A
ver1,50,N/A,22.69056463241577,-990.768,-1022.9981545177392,-1461.3243092465416,-1033.597073109766,-1078.0006343327668,-1180.585348301142,-1079.2630435344493,-1038.749108688711,-911.1775308909724,-1068.8423086179957,-1023.9091097842906,
ver2,100,0.0001,706.2939462661743,-1448.28,-1933.7868829348943,-1612.1563952023146,-1243.3893485935173,-1673.1655261117196,-1787.7686550208189,-1767.3752204259592,-1932.9866715573414,-1371.043507847777,-1160.0814880300445,-1449.2995196249894,
ver2,100,0.001,684.3323659896851,-1297.28,-1472.1411031070006,-1679.688315955048,-1133.9353724762452,-1243.7955014091676,-1585.49208880801,-1921.4749700292086,-1100.0862331086807,-1402.3219565119914,-1441.6067860344986,-1289.4939349356232,
ver2,100,0.01,688.8080561161041,-1437.15,-1558.287043211817,-1495.591125053411,-1557.2878669631082,-1600.7074551316425,-1656.645963289334,-1557.9074142645065,-1497.3735172929157,-1552.102275556521,-1652.0532864699262,-1680.7319518815027,
